Product Name,Barcode,Common Name,Packaging,Brands,Categories,Countries where sold,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Packaging Impact,Nutrient Levels,Ingredients,Additives,Ingredient Analysis,fat,saturated-fat,sugars,salt,Ingredient Classifications,Harmful Count,Moderate Count,Safe Count,Dietary Flags,Health Impact Score,Health Classification
amla pickle - priya - 300g,8904246910012.0,Unknown,Unknown,Priya,"plant-based foods and beverages, plant-based foods, pickles, amla pickle, indian gooseberry",India,3.0,Bad nutritional quality,3.0,Processed foods,0.0,,Fat in moderate quantity (17.1%); Saturated fat in moderate quantity (3.2%); Sugars in low quantity (2.6%); Salt in high quantity (12.8%),"Amla Berries 48, Refined Rice Bran Oil, Tamarind Paste Tamarind, Water, Chilli Powder, Lime Juice, Mixed spices Mustard Seeds, Dry Chillies, Acidity RegulatorAcetic Acid, Curry Leaves and Asafoetida",E260 - Acetic acid,Palm oil free; Vegan status unknown; Vegetarian,0.0,0.0,,,"{'safe': ['amla berries 48', 'refined rice bran oil', 'tamarind paste tamarind', 'water', 'chilli powder', 'lime juice', 'mixed spices mustard seeds', 'dry chillies', 'acidity regulatoracetic acid', 'curry leaves and asafoetida'], 'moderate': [], 'harmful': []}",0,0,10,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",1.7999999999999998,Yellow
nutri choice - britannia digestive - 100 g,8901063142015.0,Unknown,Unknown,Britannia Digestive,"snacks, sweet snacks, biscuits and cakes, biscuits","France, India",4.0,Poor nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (20.9%); Saturated fat in high quantity (10.4%); Sugars in high quantity (13.1%); Salt in low quantity (0%),"WHEAT FLOUR 63, REFINED PALM OIL, SUGAR, WHEAT BRAN 47, LIQUID GLUCOSE, MILK SOLIDS, MALTODEXTRIN, RAISING AGENTS INS 500, INS 503, IODISED SALT, EMULSIFIERS INS 322, INS 471, INS 472c, MALT EXTRACT AND DOUGH CONDITIONER INS 223 CONTAINS WHEAT, MILK, SOYA, BARLEY AND SULPHITE",E223 - Sodium metabisulphite; E322 - Lecithins; E471 - Mono- and diglycerides of fatty acids; E472c - Citric acid esters of mono- and diglycerides of fatty acids; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil; Non-vegan; Maybe vegetarian,0.008637770897832818,0.09333333333333335,0.004434589800443459,0.0005939086294416243,"{'safe': ['wheat flour 63', 'refined palm oil', 'wheat bran 47', 'liquid glucose', 'milk solids', 'maltodextrin', 'raising agents ins 500', 'ins 503', 'emulsifiers ins 322', 'ins 471', 'ins 472c', 'malt extract and dough conditioner ins 223 contains wheat', 'milk', 'soya', 'barley and sulphite'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,15,"{'gluten-free': ['wheat flour 63', 'wheat bran 47', 'maltodextrin', 'malt extract and dough conditioner ins 223 contains wheat', 'barley and sulphite'], 'vegan': ['milk solids', 'milk'], 'low sugar': ['sugar']}",1.8893000397338948,Yellow
sprite - 2.25l,8901764032905.0,Sprite,Unknown,"Sprite, Coca cola","beverages, sodas",India,5.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (9.8%); Salt in low quantity (0.035%),"CARBONATED WATER, SUGAR, ACIDITY REGULATORS 330, 331iii, PRESERVATIVE 211, SWEETENER 960, FLAVOURS NATURAL FLAVOURING SUBSTANCES",E211 - Sodium benzoate; E330 - Citric acid; E331 - Sodium citrates; E960 - Steviol glycosides,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown,0.0,0.0,0.13303769401330376,0.0001482233502538071,"{'safe': ['carbonated water', 'acidity regulators 330', '331iii', 'preservative 211', 'sweetener 960', 'flavours natural flavouring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,6,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",2.1866814082636443,Green
50 50 gol maal - britannia,8901063017702.0,Unknown,Unknown,Britannia,"snacks, sweet snacks, confectioneries, biscuits and cakes, biscuits",India,1.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (23.2%); Saturated fat in high quantity (11.2%); Sugars in high quantity (21.8%); Salt in moderate quantity (1.15%),"REFINED WHEAT FLOUR MAIDA, REFINED PALM  PALMOLEIN OIL, SUGAR 205, RAISING AGENTS 503ii, 500ii  341i, CUMIN BLACK KALONJI 09, IODISED SALT, INVERT SUGAR SYRUP, MILK SOLIDS, EMULSIFIERS 3221  4711, NATURE IDENTICAL FLAVOURING SUBSTANCES, DOUGH CONDITIONER 223, IMPROVER 1101i AND COLOUR 102",E102 - Tartrazine; E1101 - Protease; E223 - Sodium metabisulphite; E322 - Lecithins; E341 - Calcium phosphates; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil; Non-vegan; Vegetarian,0.0243343653250774,0.33333333333333337,0.0,0.0010406091370558374,"{'safe': ['refined wheat flour maida', 'refined palm  palmolein oil', 'raising agents 503ii', '500ii  341i', 'cumin black kalonji 09', 'milk solids', 'emulsifiers 3221  4711', 'nature identical flavouring substances', 'dough conditioner 223', 'improver 1101i and colour 102'], 'moderate': ['sugar 205', 'iodised salt', 'invert sugar syrup'], 'harmful': []}",0,3,10,"{'gluten-free': ['refined wheat flour maida'], 'vegan': ['milk solids'], 'low sugar': ['sugar 205', 'invert sugar syrup']}",0.9641291692204533,Red
classic malt - horlicks - 500 g,8901030807176.0,Unknown,Unknown,Horlicks,"beverages and beverages preparations, beverages, beverage preparations, instant beverages, sweetened beverages, malt based beverages","India, United States",2.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (2%); Saturated fat in moderate quantity (1.4%); Sugars in high quantity (46%); Salt in high quantity (1%),"Malt 667 Barley 32, Wheat Flour Atta, Wheat, Millet, Milk Solids 14, Sugar, Wheat Gluten, Minerals, Edible lodized Salt, Soy Protein Isolate, Acidity Regulators INS 501ii, 500ii, Vitamins Allergen Information Contains Wheat, Barley, Milk  Soy",E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate; E501 - Potassium carbonates,Palm oil content unknown; Non-vegan; Vegetarian,0.010247678018575852,0.08333333333333334,0.027716186252771616,0.0010456852791878174,"{'safe': ['malt 667 barley 32', 'wheat flour atta', 'wheat', 'millet', 'milk solids 14', 'wheat gluten', 'minerals', 'soy protein isolate', 'acidity regulators ins 501ii', '500ii', 'vitamins allergen information contains wheat', 'barley', 'milk  soy'], 'moderate': ['sugar', 'edible lodized salt'], 'harmful': []}",0,2,13,"{'gluten-free': ['malt 667 barley 32', 'wheat flour atta', 'wheat', 'wheat gluten', 'vitamins allergen information contains wheat', 'barley'], 'vegan': ['milk solids 14', 'milk  soy'], 'low sugar': ['sugar']}",1.2877657117116132,Yellow
thums up - 250 ml,8901764042911.0,Unknown,"Plastic, Bottle",Thums up,"beverages, sodas, carbonated waters, colas, sweetened beverages",India,5.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (9.5%); Salt in low quantity (0.055%),"CARBONATED WATER, SUGAR, ACIDITY REGULATOR 338, CAFFEINE 81 mg100 g, SWEETENER 960 COLOUR 150 d, FLAVOURS NATURAL, NATUREIDENTICAL  ARTIFICIAL COLA FLAVORING SUBSTANCES",E100 - Curcumin; E150 - Caramel; E338 - Phosphoric acid,Palm oil content unknown; Vegan status unknown; Vegetarian,0.0043343653250774005,0.032,0.33813747228381374,0.00038071065989847715,"{'safe': ['carbonated water', 'acidity regulator 338', 'caffeine 81 mg100 g', 'sweetener 960 colour 150 d', 'flavours natural', 'natureidentical  artificial cola flavoring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,6,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",2.1625147451731213,Green
amul - 200gm,8901262010320.0,Unknown,Unknown,AMUL,"dairies, fats, spreads, spreadable fats, animal fats, milkfat, dairy spread, butters",India,5.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (80%); Saturated fat in high quantity (48%); Sugars in low quantity (0%); Salt in low quantity (0%),"Butter, iodized salt, natural colour annatto",E160b - Annatto,Palm oil free; Non-vegan; Vegetarian,0.010433436532507742,0.10133333333333333,0.018847006651884702,,"{'safe': ['butter', 'natural colour annatto'], 'moderate': ['iodized salt'], 'harmful': []}",0,1,2,"{'gluten-free': [], 'vegan': ['butter'], 'low sugar': []}",2.1825848297976367,Green
lays 20rs - pepsico - 55 g,8901491101813.0,Lays Cream & Onion,Unknown,"PepsiCo, Lay's","plant-based foods and beverages, plant-based foods, snacks, cereals and potatoes, salty snacks, appetizers, chips and fries, crisps, potato crisps, flavoured potato crisps",India,3.0,Poor nutritional quality,4.0,Ultra processed foods,4.0,,Fat in high quantity (21.2%); Saturated fat in high quantity (7.69%); Sugars in low quantity (1.92%); Salt in moderate quantity (1.36%),"Potato, Edible Vegetable Oil Palmolein Oil, Seasoning Sugar, lodised Salt, Milk Solids, Spices  Condiments, Maltodextrin, Flavour Natural and Nature Identical Flavouring Substances, Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers 627, 631, Edible Vegetable Oil Palm, Coconut, Anticaking agent 551",E551 - Silicon dioxide; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Non-vegan; Vegetarian status unknown,0.007739938080495357,,0.044345898004434586,0.0012994923857868022,"{'safe': ['potato', 'edible vegetable oil palmolein oil', 'milk solids', 'spices  condiments', 'maltodextrin', 'flavour natural and nature identical flavouring substances', 'cheese powder', 'hydrolysed vegetable protein', 'flavour enhancers 627', '631', 'edible vegetable oil palm', 'coconut', 'anticaking agent 551'], 'moderate': ['seasoning sugar', 'lodised salt'], 'harmful': []}",0,2,13,"{'gluten-free': ['maltodextrin'], 'vegan': ['milk solids'], 'low sugar': ['seasoning sugar']}",1.5928819562039045,Yellow
parle-g - 100g,8901719128462.0,Glucose biscuits,Unknown,Parle,"snacks, sweet snacks, biscuits and cakes, biscuits, dry biscuits, plain biscuit","India, United States",2.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in moderate quantity (13%); Saturated fat in high quantity (6%); Sugars in high quantity (25.5%); Salt in moderate quantity (0.74%),"REFINED WHEAT FLOUR MAIDA   68, SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP SUGAR, CITRIC ACID, IODISED SALT, RAISING AGENTS 503 ii, 500 ii, MILK SOLIDS, FLOUR TREATMENT AGENT 1101 i AND EMULSIFIER OF VEGETABLE ORIGIN 472e, CONTAINS ADDED FLAVOUR  ARTIFICIAL FLAVOURING SUBSTANCES  VANILLA DGLUCOSE, LEVULOSE",E1101 - Protease; E330 - Citric acid; E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil; Non-vegan; Vegetarian,0.008761609907120745,0.084,0.01662971175166297,0.0010609137055837563,"{'safe': ['refined wheat flour maida   68', 'refined palm oil', 'raising agents 503 ii', '500 ii', 'milk solids', 'flour treatment agent 1101 i and emulsifier of vegetable origin 472e', 'contains added flavour  artificial flavouring substances  vanilla dglucose', 'levulose'], 'moderate': ['sugar', 'invert sugar syrup sugar', 'citric acid', 'iodised salt'], 'harmful': []}",0,4,8,"{'gluten-free': ['refined wheat flour maida   68'], 'vegan': ['milk solids'], 'low sugar': ['sugar', 'invert sugar syrup sugar']}",1.2889547764635634,Yellow
cadbury dairy milk chocolate - 24g,7622201149406.0,Unknown,Cadbury,Cadbury,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolates, milk chocolates","Bangladesh, Bhutan, India, Nepal, Sri Lanka",3.0,Bad nutritional quality,4.0,Ultra processed foods,1.0,,Fat in high quantity (28.9%); Saturated fat in high quantity (17.5%); Sugars in high quantity (57.3%); Salt in moderate quantity (0.396%),"Sugar , Milk Solids22, Cocoa butter, Cocoa Solids ,Edible vegetable fat, Emulsifiers442,476",E442 - Ammonium phosphatides; E476 - Polyglycerol polyricinoleate,May contain palm oil; Non-vegan; Vegetarian status unknown,0.0,0.0,0.11862527716186251,2.8071065989847717e-05,"{'safe': ['milk solids22', 'cocoa butter', 'cocoa solids ,edible vegetable fat', 'emulsifiers442,476'], 'moderate': ['sugar '], 'harmful': []}",0,1,4,"{'gluten-free': [], 'vegan': ['milk solids22', 'cocoa butter'], 'low sugar': ['sugar ']}",1.5881346651772148,Yellow
sprite - 250 ml,8901764032912.0,Soft drink,"India, Transparent",Sprite,"beverages and beverages preparations, plant-based foods and beverages, beverages, plant-based beverages, sodas, carbonated waters, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (11.7%); Salt in low quantity (0.0253%),"CARBONATED WATER, SUGAR, ACIDITY REGULATORS 330, 331iii, PRESERVATIVE 211, FLAVOURS NATURAL FLAVORING SUBSTANCES",E211 - Sodium benzoate; E330 - Citric acid; E331 - Sodium citrates,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown,0.00758513931888545,0.08600000000000001,0.6840354767184035,0.00014111675126903556,"{'safe': ['carbonated water', 'acidity regulators 330', '331iii', 'preservative 211', 'flavours natural flavoring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,5,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",1.8222238267211441,Yellow
ritter sport noir noisettes entières - 100 g,4000417224002.0,Chocolat supérieur aux noisettes entières (23%),Plastic,Ritter Sport,"snacks, sweet snacks, cocoa and its products, chocolates, dark chocolates, chocolates with hazelnuts, dark chocolates with hazelnuts","Denmark, France, Germany, India",3.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (40%); Saturated fat in high quantity (16%); Sugars in high quantity (37%); Salt in low quantity (0.0122%),"French Sucre, pte de cacao, noisettes, beurre de cacao, beurre concentr lait, mulsifiant  lcithine de soja, arme naturel",E322 - Lecithins; E322i - Lecithin,Palm oil free; Non-vegan; Maybe vegetarian,0.0012693498452012383,0.018666666666666668,0.14301552106430154,8.629441624365483e-05,"{'safe': ['french sucre', 'pte de cacao', 'noisettes', 'beurre de cacao', 'beurre concentr lait', 'mulsifiant  lcithine de soja', 'arme naturel'], 'moderate': [], 'harmful': []}",0,0,7,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",1.5836962168007587,Yellow
fanta orange flv 750ml - the coca-cola company - 24,8901764022272.0,Orange Soda,Unknown,The Coca-cola company,"beverages, sodas, sweetened beverages, fanta",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13%); Salt in low quantity (0%),"CARBONATED WATER, SUGAR, ACIDITY REGULATOR 330, STABILIZERS 414, 445, PRESERVATIVE 211, COLOUR 110, FLAVOURS NATURAL  NATUREIDENTICAL FLAVORING SUBSTANCES",E110 - Sunset yellow FCF; E211 - Sodium benzoate; E330 - Citric acid; E414 - Acacia gum; E445 - Glycerol esters of wood rosin,Palm oil content unknown; Vegan status unknown; Vegetarian,0.0,0.0,0.14745011086474502,0.0,"{'safe': ['carbonated water', 'acidity regulator 330', 'stabilizers 414', '445', 'preservative 211', 'colour 110', 'flavours natural  natureidentical flavoring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,7,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",1.8852549889135255,Yellow
mountain dew - pepsico - 250 ml,8902080364022.0,Sweetened Carbonated drink,1 RECYCLABLE Plastic bottle,PepsiCo,"beverages, sodas, carbonated waters, energy drinks, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12.3%); Salt in low quantity (0.02%),"CARBONATED WATER, SUGAR, ACIDITY REGULATORS 330 ,331, FLAVOUR NATURAL FLAVOURING SUBSTANCES, PRESERVATIVE 211, CAFFEINE 13 mg100 g, STABILIZER 445, COLOUR 102",E100 - Curcumin; E102 - Tartrazine; E211 - Sodium benzoate; E330 - Citric acid; E331 - Sodium citrates; E445 - Glycerol esters of wood rosin,Palm oil content unknown; Vegan status unknown; Vegetarian,0.008421052631578949,0.08466666666666667,0.39689578713968954,0.000233502538071066,"{'safe': ['carbonated water', 'acidity regulators 330 ,331', 'flavour natural flavouring substances', 'preservative 211', 'caffeine 13 mg100 g', 'stabilizer 445', 'colour 102'], 'moderate': ['sugar'], 'harmful': []}",0,1,7,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",1.8509782991023993,Yellow
maaza original 1.2ltr - - 12,8901764092305.0,Unknown,Unknown,Unknown,"beverages, sweetened beverages",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Sugars in high quantity (13%); Salt in high quantity (1%),"WATER, MANGO PULP 195, SUGAR, ACIDITY REGULATOR 330, ANTIOXIDANT300 AND PRESERVATIVE 202 CONTAINS PERMITTED SYNTHETIC FOOD COLOUR 110 AND ADDED MANGO FLAVOURS NATURAL, NATUREIDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES",E110 - Sunset yellow FCF; E300 - Ascorbic acid; E330 - Citric acid,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown,0.0,0.0,0.11751662971175166,8.274111675126904e-05,"{'safe': ['water', 'mango pulp 195', 'acidity regulator 330', 'antioxidant300 and preservative 202 contains permitted synthetic food colour 110 and added mango flavours natural', 'natureidentical and artificial flavouring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,5,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",1.5882400629171496,Yellow
chips barbecue - lay's - 130 g,3168930007432.0,Unknown,"Plastic, Bag","Lay's, Lays","plant-based foods and beverages, plant-based foods, snacks, cereals and potatoes, salty snacks, sweet snacks, appetizers, chips and fries, confectioneries, crisps, potato crisps, candies, flavoured potato crisps, barbecue crisps","Belgium, France, India",3.0,Poor nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (32%); Saturated fat in moderate quantity (2.6%); Sugars in low quantity (2.8%); Salt in moderate quantity (1.3%),"potatoes 61, sunflower oil, rapeseed oil, flavour sugar, aroma  soy , bread crumbs  wheat , flavour enhancer sodium glutamate, paprika, onion powder, tomato powder, garlic powder, corrector of acidity citric acid, malic acid, colourpaprika extract, smoke flavourings, salt",E160c - Paprika extract; E296 - Malic acid; E330 - Citric acid; E621 - Monosodium glutamate,Palm oil free; Maybe vegan; Maybe vegetarian,6.191950464396285e-05,0.0,0.22172949002217293,1.401015228426396e-06,"{'safe': ['potatoes 61', 'sunflower oil', 'rapeseed oil', 'aroma  soy ', 'bread crumbs  wheat ', 'flavour enhancer sodium glutamate', 'paprika', 'onion powder', 'tomato powder', 'garlic powder', 'malic acid', 'colourpaprika extract', 'smoke flavourings'], 'moderate': ['flavour sugar', 'corrector of acidity citric acid', 'salt'], 'harmful': []}",0,3,13,"{'gluten-free': ['bread crumbs  wheat '], 'vegan': [], 'low sugar': ['flavour sugar']}",1.5778207189457953,Yellow
