Product Name,Barcode,Common Name,Brands,Categories,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Nutrient Levels,Ingredients,Additives,Ingredient Analysis
Amul - 200gm,8901262010320.0,Unknown,AMUL,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy spread, Butters",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in high quantity (80%); Saturated fat in high quantity (48%); Sugars in low quantity (0%); Salt in low quantity (0%),"butter, iodized salt, natural colour annatto",['e160b - annatto'],Palm oil free; Non-vegan; Vegetarian
Cadbury Dairy Milk - Mondelez - 13.2 g,8901233030548.0,Chocolate bar with milk,Mondelez,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Milk chocolates",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score E,Fat in high quantity (27.9%); Saturated fat in high quantity (18.7%); Sugars in high quantity (61%); Salt in low quantity (0.231%),"sugar, milk solids, cocoa butter, cocoa solids, lactose, emulsifiers ,",,Palm oil free; Non-vegan; Vegetarian
Lays 20rs - PepsiCo - 55 g,8901491101813.0,Lays Cream & Onion,"PepsiCo, Lay's","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in high quantity (21.2%); Saturated fat in high quantity (7.69%); Sugars in low quantity (1.92%); Salt in moderate quantity (1.36%),"potato, edible vegetable oil palmolein oil, seasoning sugar, lodised salt, milk solids, spices  condiments, maltodextrin, flavour natural and nature identical flavouring substances, cheese powder, hydrolysed vegetable protein, flavour enhancers , , edible vegetable oil palm, coconut, anticaking agent",['e551 - silicon dioxide; e627 - disodium guanylate; e631 - disodium inosinate'],Palm oil; Non-vegan; Vegetarian status unknown
Parle-G - 100g,8901719128462.0,Glucose biscuits,Parle,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Dry biscuits, Plain biscuit",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (13%); Saturated fat in high quantity (6%); Sugars in high quantity (25.5%); Salt in moderate quantity (0.74%),"refined wheat flour maida   , sugar, refined palm oil, invert sugar syrup sugar, citric acid, iodised salt, raising agents  ii,  ii, milk solids, flour treatment agent  i and emulsifier of vegetable origin e, contains added flavour  artificial flavouring substances  vanilla dglucose, levulose",['e1101 - protease; e330 - citric acid; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; e500 - sodium carbonates; e503 - ammonium carbonates'],Palm oil; Non-vegan; Vegetarian
Toned Milk - Amul taaza - 500 ml,8901262260121.0,Unknown,Amul taaza,"Dairies, Milks, Pasteurised milks, Whole milks, Whole pasteurised milks",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in moderate quantity (3%); Saturated fat in moderate quantity (2%),milk,,Palm oil free; Non-vegan; Vegetarian
Cadbury Dairy Milk Chocolate - 24g,7622201149406.0,Unknown,Cadbury,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Milk chocolates",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score E,Fat in high quantity (28.9%); Saturated fat in high quantity (17.5%); Sugars in high quantity (57.3%); Salt in moderate quantity (0.396%),"sugar , milk solids, cocoa butter, cocoa solids ,edible vegetable fat, emulsifiers,",['e442 - ammonium phosphatides; e476 - polyglycerol polyricinoleate'],May contain palm oil; Non-vegan; Vegetarian status unknown
Sprite - 250 ml,8901764032912.0,Soft drink,Sprite,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Waters, Sodas, Carbonated waters, Sweetened beverages",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not yet applicable,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (11.7%); Salt in low quantity (0.0253%),"carbonated water, sugar, acidity regulators , iii, preservative , flavours natural flavoring substances",['e211 - sodium benzoate; e330 - citric acid; e331 - sodium citrates'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Boost - Unilever - 17g,8901030824227.0,Unknown,Unilever,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Flours, Cereal flours, Malt flours, Malt based food",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score not computed,Not Available,"cereal extract  barley, wheat, millet, malted barley  sugar, wheat flour atta, milk solids , minerals, natural colour ins c, wheat gluten, acidity regulators ins ii, ins  ii, edible lodised salt, cocoa powder, vitamins, nature identical flavouring substances, soy protein isolate allergen information contains wheat, barley milk and soy",['e150c - ammonia caramel; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate; e501 - potassium carbonates; e501ii - potassium hydrogen carbonate'],Palm oil free; Non-vegan; Vegetarian
Ritter Sport Noir Noisettes Entières - 100 g,4000417224002.0,Chocolat supérieur aux noisettes entières (23%),Ritter Sport,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Chocolates with hazelnuts, Dark chocolates with hazelnuts",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in high quantity (40%); Saturated fat in high quantity (16%); Sugars in high quantity (37%); Salt in low quantity (0.0122%),"french sucre, pte de cacao, noisettes, beurre de cacao, beurre concentr lait, mulsifiant  lcithine de soja, arme naturel",['e322 - lecithins; e322i - lecithin'],Palm oil free; Non-vegan; Maybe vegetarian
Fanta Orange Flv 750ml - The Coca-cola company - 24,8901764022272.0,Orange Soda,The Coca-cola company,"Beverages, Carbonated drinks, Sodas, Sweetened beverages, Fanta",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not yet applicable,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13%); Salt in low quantity (0%),"carbonated water, sugar, acidity regulator , stabilizers , , preservative , colour , flavours natural  natureidentical flavoring substances",['e110 - sunset yellow fcf; e211 - sodium benzoate; e330 - citric acid; e414 - acacia gum; e445 - glycerol esters of wood rosin'],Palm oil content unknown; Vegan status unknown; Vegetarian
Frites croustillant bistro express - Findus - 130g,3599741005421.0,Unknown,Findus,"Frozen foods, Frozen fried potatoes, Frozen microwave fries",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score B,Fat in moderate quantity (7.8%); Saturated fat in low quantity (0.8%); Sugars in low quantity (0.5%),"french pommes de terre , huile de colza, dextrose",,Palm oil free; Vegan; Vegetarian
Mountain Dew - PepsiCo - 250 ml,8902080364022.0,Sweetened Carbonated drink,PepsiCo,"Beverages, Carbonated drinks, Waters, Sodas, Carbonated waters, Energy drinks, Sweetened beverages",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not yet applicable,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12.3%); Salt in low quantity (0.02%),"carbonated water, sugar, acidity regulators  ,, flavour natural flavouring substances, preservative , caffeine  mg g, stabilizer , colour",['e100 - curcumin; e102 - tartrazine; e211 - sodium benzoate; e330 - citric acid; e331 - sodium citrates; e445 - glycerol esters of wood rosin'],Palm oil content unknown; Vegan status unknown; Vegetarian
Tamari soya sauce - Lima - 1 l,5411788046442.0,Unknown,Lima,"Condiments, Sauces, Soy sauces, Tamaris, Groceries",Nutri-Score E,Bad nutritional quality,NOVA 3,Processed foods,Eco-Score A,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in low quantity (1.7%); Salt in high quantity (10.3%),"eau, fves de soja, sel marin ,, alcool, a orizae",,Palm oil content unknown; Vegan; Vegetarian
Moong Dal - Haldiram's - 18,8904004403718.0,Unknown,Haldiram's,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Snacks, Legumes, Salty snacks, Seeds, Appetizers, Chips and fries, Legume seeds, Crisps, Pulses, Mung beans, Vegan, Vegetarian",Nutri-Score C,Average nutritional quality,NOVA not computed,Food processing level unknown,Eco-Score not computed,Fat in high quantity (20.9%); Saturated fat in high quantity (5.64%); Sugars in low quantity (0%); Salt in moderate quantity (0.975%),"split pulse moong moong dal  , cotton seed oil refined  lodised salt",,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Maaza Original 1.2ltr - - 12,8901764092305.0,Unknown,Unknown,"Beverages, Sweetened beverages",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in low quantity (0%); Sugars in high quantity (13%); Salt in high quantity (1%),"water, mango pulp , sugar, acidity regulator , antioxidant and preservative  contains permitted synthetic food colour  and added mango flavours natural, natureidentical and artificial flavouring substances",['e110 - sunset yellow fcf; e300 - ascorbic acid; e330 - citric acid'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Chicken noodles - Maggi - 71 G,19010588.0,Unknown,"Maggi, Nestle","Plant-based foods and beverages, Plant-based foods, Meals, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles, Chicken Noodles",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score C,Not Available,"tastemaker mixed spices dehydrated onion, dehydrated onion bits, dried garlic powder , red chilli flakes , black pepper powder , dried garlic bits , red chilli powder , spice extract blend capsicum extract, coriander extract, cumin extract, turmeric powder, nutmeg powder, sugar, noodle powder refined wheat flour maida, palm oil, iodised salt, gluten, thickeners , , acidity regulators i,  i, humectant i, iodised salt, starch, dehydrated chicken powder chicken meat , chicken fat , humectant ii, iodised salt, onion, dehydrated bread, acidity regulator , thickener , flavour enhancer , liquid chicken fat chicken fat , acidity regulator , sunflower oil, antioxidants b, , caramel salt mix iodised salt, colour d, palm oil, palm oil, acidity regulator , mineral ferric pyrophosphate and dehydrated kasuri methi leaves contains permitted natural colour and added flavours natural flavour and nature identical flavouring substances may contain eggs, milk solids and soya","[""e150d - sulphite ammonia caramel; e307 - alpha-tocopherol; e320 - butylated hydroxyanisole (bha); e330 - citric acid; e412 - guar gum; e420 - sorbitol; e450 - diphosphates; e451 - triphosphates; e500 - sodium carbonates; e501 - potassium carbonates; e508 - potassium chloride; e635 - disodium 5'-ribonucleotide""]",Palm oil; Non-vegan; Non-vegetarian
7up Super Duper 750ml - PepsiCo - 16,8902080304059.0,Unknown,PepsiCo,"Beverages, Carbonated drinks, Sodas, Drinking",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not yet applicable,Not Available,up added natur lemon carbonated water,,Palm oil content unknown; Vegan status unknown; Vegetarian
spiced chunky chicken - cup noodles - 1 70g,8901014004935.0,Unknown,cup noodles,"Plant-based foods and beverages, Plant-based foods, Meats and their products, Meals, Meats, Dried products, Pastas, Poultries, Dried products to be rehydrated, Meals with meat, Noodles, Instant noodles, Poultry meals, Instant noodle soups, Meals with chicken",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score D,Not Available,"refined wheat flour maida, edible vegetable oil palm oil, dehydrated pieces  chicken, carrot, french beans, cabbage  curry i leaves, lodised salt, hydrolysed vegetable protein powder soya, mixed spices  red chilli, turmeric, coriander, black pepper, cumin, fenugreek, ginger, clove, nutmeg  green cardamom, onion powder, sugar, corn starch, maltodextrin, yeast extract powder, flavour enhancers ins , ins   ins , milk solids, acidity regulators ins , ins   ins , nature identical flavour, edible vegetable oil coconut oil, thickener ins   antioxidant ins",['e319 - tertiary-butylhydroquinone (tbhq); e330 - citric acid; e415 - xanthan gum; e451 - triphosphates; e500 - sodium carbonates; e620 - glutamic acid; e627 - disodium guanylate; e631 - disodium inosinate'],Palm oil; Non-vegan; Non-vegetarian
Chips barbecue - Lay's - 130 g,3168930007432.0,Unknown,"Lay's, Lays","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Sweet snacks, Appetizers, Chips and fries, Confectioneries, Crisps, Potato crisps, Candies, Flavoured potato crisps, Barbecue crisps",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in high quantity (32%); Saturated fat in moderate quantity (2.6%); Sugars in low quantity (2.8%); Salt in moderate quantity (1.3%),"potatoes , sunflower oil, rapeseed oil, flavour sugar, aroma  soy , bread crumbs  wheat , flavour enhancer sodium glutamate, paprika, onion powder, tomato powder, garlic powder, corrector of acidity citric acid, malic acid, colourpaprika extract, smoke flavourings, salt",['e160c - paprika extract; e296 - malic acid; e330 - citric acid; e621 - monosodium glutamate'],Palm oil free; Maybe vegan; Maybe vegetarian
Mountain Dew - MEWATI 🔔 - 1.25 l,8902080364565.0,Unknown,MEWATI 🔔,"Beverages, Carbonated drinks, Sodas, Sweetened beverages",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not yet applicable,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12.3%); Salt in low quantity (0.02%),"carbonated water, sugar, acidity regulators , , flavour natural flavouring substances, preservative , caffeine , mg g, stabilizers , coulour",['e100 - curcumin; e102 - tartrazine; e211 - sodium benzoate; e330 - citric acid; e331 - sodium citrates; e445 - glycerol esters of wood rosin'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
HERSHEY’S CHOCOLATE SYRUP - 623 g,8901071706834.0,Hershey's Chocolate Syrup,Hershey's,Syrups,Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in low quantity (0.56%); Saturated fat in low quantity (0.5%); Sugars in high quantity (63.7%); Salt in low quantity (0.182%),"sugar, water, invert sugar, liquid glucose, cocoa solids , malt extract, thickening agent , preservative  and salt",['e202 - potassium sorbate; e415 - xanthan gum'],Palm oil free; Vegan status unknown; Vegetarian
